,Afirmação checada,Classificação
1023, #Verificamos: É golpe mensagem no WhatsApp que promete ‘auxílio gás’ do Ministério da Cidadania ,Verdadeiro
1024, #Verificamos: É falso que médico paraense descobriu a cloroquina,Verdadeiro
1025, #Verificamos: La foto de la aglomeración en Cracolândia es vieja y no tiene relación con Covid-19,Verdadeiro
1026, #Verificamos: Es falso que autoridades italianas hayan descubierto que una bacteria causa la Covid-19,Verdadeiro
1027, #Verificamos: Es falso que autoridades italianas hayan descubierto que una bacteria causa la Covid-19,Verdadeiro
1028, #Verificamos: Es falso el tuit sobre la cura del “primo Antonio Carlos” con cloroquina en hospital en Rio,Verdadeiro
1029, #Verificamos: Es falso que la FDA liberó hidroxicloroquina para todos los pacientes con Covid-19,Verdadeiro
1030, #Verificamos: Es falso que Hospital de Campaña del Pacaembú no tiene pacientes,Verdadeiro
1031, #Verificamos: Es falso que el Hospital de Clínicas de San Pablo no tiene pacientes con Covid-19,Verdadeiro
1032, #Verificamos: Es falso que en San Pablo el total de muertes por Covid-19 se revisó en 26 casos,Verdadeiro
1033, #Verificamos: Es viejo el video que muestra a la PM de San Pablo inmovilizando a una “persona mayor en la calle”,Verdadeiro
1034, #Verificamos: É falso que estudo com 60 mil pessoas na Espanha mostre ‘ineficácia das quarentenas’,Verdadeiro
1035, #Verificamos: Es falso que médicos de 30 países confirman la eficacia de la cloroquina,Verdadeiro
1036, #Verificamos: Es falso que una actriz norteamericana afirmó que “se salvó solo porque usó cloroquina”,Verdadeiro
1037, #Verificamos: El video que muestra a una anciana siendo inmovilizada por policías municipales en Sorocaba es viejo,Verdadeiro
1038, #Verificamos: Marcelo Bretas no posteó un texto diciendo que la hidroxicloroquina dificulta la corrupción de políticos,Verdadeiro
1039, #Verificamos: El hombre que aparece al lado de Doria y otros políticos no es un “chino detenido con carga robada”,Verdadeiro
1040, #Verificamos: El video que muestra a la PM de San Pablo agrediendo a un hombre fue publicado en diciembre,Verdadeiro
1041, La quinina presente en el agua tónica no ayuda a tratar o prevenir la Covid-19,Verdadeiro
1042, #Verificamos: El video del saqueo a un supermercado es antiguo y no se filmó en Brasil,Verdadeiro
1043," #Verificamos: É falso que Bar Brahma, em São Paulo, vai fechar as portas depois da pandemia",Verdadeiro
1044," #Verificamos: PMs em vídeo viral prestam continência para soldado, não para manifestantes contrários ao isolamento social",Verdadeiro
1045, #Verificamos: É falso que São Paulo recebe 16 mil reais para cada registro de morte por Covid-19 ,Verdadeiro
1046, #Verificamos: Es falso que los alimentos con “pH más alcalino” ayudan a combatir la Covid-19,Verdadeiro
1047, #Verificamos: Son falsos el tuit y el perfil del Gral. Heleno afirmando que Bolsonaro tuvo Covid-19,Verdadeiro
1048, #Verificamos: El video que muestra a guardias en Bahía agrediendo a una mujer no tiene relación con la Covid-19,Verdadeiro
1049, #Verificamos: Es falso que el hospital dedicado al Covid-19 en Fortaleza no tiene pacientes,Verdadeiro
1050, #Verificamos: Es vieja la foto que muestra a João Doria en una “fiesta” en Araçatuba,Verdadeiro
1051, #Verificamos: Es falso que las muertes por Covid-19 disminuyeron después de una “investigación” de la Policía Federal,Verdadeiro
1052, #Verificamos: Sitios web distorsionan el comunicado de Renner sobre el cierre de tiendas por Covid-19,Verdadeiro
1053, #Verificamos: É falso que andar de hospital no Amazonas não tem mais pacientes com Covid-19,Verdadeiro
1054, #Verificamos: Foto de Witzel almoçando em Angra dos Reis não foi tirada durante pandemia,Verdadeiro
1055, #Verificamos: Es falso que Caixa bloqueó la asistencia de emergencia a 187.000 personas,Verdadeiro
1056, #Verificamos: Es falso que estén enterrando cajones vacíos en el Amazona,Verdadeiro
1057, #Verificamos: Un posteo se equivoca al afirmar que nuevos casos de Covid-19 disminuyen diariamente en el mundo,Verdadeiro
1058, #Verificamos: Nueva estafa ofrece kits de productos de limpieza e higiene gratuitos durante la pandemia,Verdadeiro
1059, #Verificamos: Es falso que el FBI confiscó máscaras importadas de China contaminadas con el nuevo coronavirus,Verdadeiro
1060, #Verificamos: Es falso que GloboNews informó la muerte de un traficante como Covid-19,Verdadeiro
1061, #Verificamos: Es vieja la foto del gobernador de RS junto a su hermano en una atracción turística,Verdadeiro
1062, #Verificamos: Es falso que el hospital de campaña en Santo André no tiene pacientes,Verdadeiro
1063, #Verificamos: El incendio en automóvil mostrado en video viral no fue causado por alcohol en gel,Verdadeiro
1064, #Verificamos: La fotografía de una joven pisoteada por un policía es vieja y no es de Ceará,Verdadeiro
1065," #Verificamos: Publicación se equivoca al comparar la tasa de mortalidad de Covid-19 en Minas Gerais, San Pablo, Ceará y Río de Janeiro",Verdadeiro
1066, #Verificamos: Es falso que Nelson Teich está “auditando” cifras de la Covid-19,Verdadeiro
1067, #Verificamos: Es falso el video de un supuesto reportaje sobre la alerta de la OMS por “máscaras infectadas con coronavirus”,Verdadeiro
1068, #Verificamos: El video del abordaje policial en MG no tiene relación con la Covid-19,Verdadeiro
1069, #Verificamos: El gobierno no suspendió el pago del subsidio de emergencia por falta de dinero,Verdadeiro
1070," #Verificamos: Es falso que el té de limón, ajo y jambú cura la Covid-19",Verdadeiro
1071, #Verificamos: Es falso que el sistema de UPAs de Río induce un alto registro de casos de Covid-19,Verdadeiro
1072, #Verificamos: Es falso que WhatsApp tuvo un bloqueo determinado por la Justicia en 2020,Verdadeiro
1073, #Verificamos: Pesquisador chinês morto nos EUA não estava ‘prestes a descobrir’ vacina para Covid-19,Verdadeiro
1074, #Verificamos: Prefeitura do Rio não adotou plano de reabertura do comércio para início de junho,Verdadeiro
1075, #Verificamos: Vídeo de homem retirado vivo de túmulo é antigo e não tem relação com pandemia de Covid-19,Verdadeiro
1076, #Verificamos: La foto del cajón vacío es vieja y no tiene relación con los entierros en el Amazonas por Covid-19,Verdadeiro
1077, #Verificamos: Foto no prueba entierro de un “cajón vacío” cargado por dos hombres durante la pandemia,Verdadeiro
1078, #Verificamos: Es falso que los cajones de víctimas de Covid-19 en Belo Horizonte estaban llenos de piedras,Verdadeiro
1079, #Verificamos: Una estafa promete vales por combustible de Petrobras en la pandemia de Covid-19,Verdadeiro
1080, #Verificamos: Es falso que se cavaron fosas para enterrar cajones vacíos en Marabá,Verdadeiro
1081," #Verificamos: La foto de camas desocupadas no fue tomada en el hospital de campaña en Ibirapuera, SP",Verdadeiro
1082, #Verificamos: Es falso que a quien conduzca sin máscara le pueden quitar puntos de la licencia de conducir,Verdadeiro
1083, #Verificamos: Es falso que los datos de las reparticiones del Registro Civil “comprueban” que no hay pandemia,Verdadeiro
1084, #Verificamos: Es falso que Rui Costa pidió a la intendente de Puerto Seguro que “consiguiera 200 casos de coronavirus”,Verdadeiro
1085, #Verificamos: El mensaje de WhatsApp sobre las donaciones de 492.000 canastas básicas del CRAS es una estafa,Verdadeiro
1086, #Verificamos: Número de mortes por Covid-19 no Ceará não caiu por causa de ‘operação da PF’,Verdadeiro
1087, #Verificamos: É falso que Itapemirim decretou falência durante pandemia da Covid-19,Verdadeiro
1088, #Verificamos: É falso que Policial Militar atirou em surfista em praia de Fortaleza,Verdadeiro
1089, #Verificamos: Es falso que 170 millones están recibiendo ayuda de emergencia por el coronavirus en Brasil,Verdadeiro
1090, #Verificamos: Adélio Bispo no se contagió con el nuevo coronavirus,Verdadeiro
1091, #Verificamos: Es falso que la anciana filmada en la camilla fue rescatada viva en la morgue después de que el hospital comunicara su muerte por Covid-19,Verdadeiro
1092, #Verificamos: Las fotos de los cajones vacíos tirados al suelo son anteriores a la pandemia,Verdadeiro
1093, #Verificamos: Las víctimas de Covid-19 no tienen un resultado automático del test de la enfermedad,Verdadeiro
1094, #Verificamos: El video que muestra a Doria y Joice en una “fiesta en Araçatuba” es viejo,Verdadeiro
1095, #Verificamos: Es falso que el Gobierno de Río pagará R$ 836 a presidiarios del estado,Verdadeiro
1096, #Verificamos: Es falso que el video de médicos bailando en Israel tenga relación con el cierre de hospitales sin casos de Covid-19,Verdadeiro
1097, #Verificamos: Foto no muestra a una persona sujetando un “cajón vacío con dos dedos” en un entierro durante la pandemia,Verdadeiro
1098, #Verificamos: Es falso que el uso prolongado de barbijo produce hipoxia,Verdadeiro
1099, #Verificamos: Es falso que Bill Gates creó una “vacuna no líquida” capaz de monitorear personas vía tecnología 5G,Verdadeiro
1100, #Verificamos: La foto con carteles de protesta contra el alcalde de Belo Horizonte en la pandemia es un montaje,Verdadeiro
1101, #Verificamos: El video del enfrentamiento entre ambulantes e inspectores en SP es viejo y no tiene relación con Covid-19,Verdadeiro
1102, #Verificamos: Es falso que el número de muertes por día en Manaos cayó después de la visita de Teich,Verdadeiro
1103, #Verificamos: La imagen de muertos en un naufragio no fue utilizada por el Grupo Globo en una noticia sobre la Covid-19 en Italia,Verdadeiro
1104," #Verificamos: Es falso que el total de muertes inscriptas en los registros civiles en abril, con la pandemia, fue menor que en 2019",Verdadeiro
1105, #Verificamos: La foto de la “casa de Doria” que circula en Facebook es de una mansión en Los Ángeles,Verdadeiro
1106, #Verificamos: El dinero confiscado en la foto publicada por la PF no viene de hospitales de campaña contra la Covid-19 en Río,Verdadeiro
1107, #Verificamos: Es falso que Doria dijo que la gente tiene que elegir entre confinamiento y comida,Verdadeiro
1108, #Verificamos: Es falso que el hospital mostrado en video viral ya no tiene casos de Covid-19 en la UTI,Verdadeiro
1109, #Verificamos: Una foto sacada en 2010 después de la evacuación de un hospital es usada para ilustrar la salud pública en 2016,Verdadeiro
1110, #Verificamos: El video que muestra “hospitales vacíos” en San Pablo distorsiona la realidad de los centros de salud,Verdadeiro
1111," #Verificamos: El número de muertes en Brasil aumentó, y no disminuyó, entre abril de 2019 y 2020",Verdadeiro
1112, #Verificamos: Es falso que el número total de muertes en el país disminuyó durante la pandemia de Covid-19,Verdadeiro
1113, #Verificamos: Es falso que el número de muertes por enfermedades respiratorias en Ceará cayó en 2020,Verdadeiro
1114, #Verificamos: Es falso que el número de muertes de personas por enfermedades respiratorias fue igual en 2019 y 2020,Verdadeiro
1115," #Verificamos: “Pastor” que ofrece máscara invisible por R$ 300 es, en verdad, humorista",Verdadeiro
1116, #Verificamos: Es falso que la prensa brasileña “se calló” después que Lula dijo que “qué suerte que la naturaleza creó este monstruo de coronavirus”,Verdadeiro
1117, #Verificamos: Video de profesionales de la salud dándole la espalda a un auto no se grabó en Brasil,Verdadeiro
1118, #Verificamos: Es falso que el PT busca “prohibir la adquisición de cloroquina por el gobierno” en el STF,Verdadeiro
1119, #Verificamos: Es falso que el rechazo a Doria alcanzó el 98% durante la pandemia de Covid-19,Verdadeiro
1120, #Verificamos: Es falso que el STF prohibió a los hospitales militares que atiendan pacientes civiles con Covid-19,Verdadeiro
1121, #Verificamos: Es falso que el té de boldo elimina los síntomas de la Covid-19 en hasta tres horas,Verdadeiro
1122, #Verificamos: Es falso que Teich dijo que Bolsonaro pone su ‘mediocridad’ por delante de la ciencia,Verdadeiro
1123, #Verificamos: Es falso que solo hay una persona internada por Covid-19 en el HCPM de Río de Janeiro,Verdadeiro
1124, #Verificamos: La foto del vagón lleno en SP es vieja y no tiene relación con la alternancia ampliada en la pandemia,Verdadeiro
1125, #Verificamos: Es falso que el Washington Post informó que el paciente cero de Covid-19 era empleado de un laboratorio en Wuhan,Verdadeiro
1126, #Verificamos: El mensaje en WhatsApp que promete “ayuda gas” del Ministerio de la Ciudadanía es un engaño,Verdadeiro
1127, #Verificamos: Estafadores ofrecen por WhatsApp una falsa tarjeta de compras de Carrefour para robar datos personales,Verdadeiro
1128, #Verificamos: É falso que Ceará não teve nenhum óbito por Covid-19 na última sexta-feira,Verdadeiro
1129," #Verificamos: Es falso que el Bar Brahma, en San Pablo, va a cerrar las puertas después de la pandemia",Verdadeiro
1130, #Verificamos: Es falso que un estudio con 60.000 personas en España muestre la “ineficacia de las cuarentenas”,Verdadeiro
1131, #Verificamos: Es falso que el hijo de William Bonner y Fátima Bernardes recibió ayuda de emergencia del Gobierno Federal,Verdadeiro
1132, #Verificamos: El video de un hombre retirado vivo de una tumba es viejo y no tiene relación con la pandemia de Covid-19,Verdadeiro
1133, #Verificamos: El investigador chino muerto en EE.UU. no estaba “cerca de descubrir” una vacuna para la Covid-19,Verdadeiro
1134, #Verificamos: Es falso que un médico de Pará descubrió la cloroquina,Verdadeiro
1135, #Verificamos: Es falso que un piso de hospital en el Amazonas no tenga más pacientes con Covid-19,Verdadeiro
1136, #Verificamos: La Municipalidad de Río no adoptó un plan de reapertura del comercio para principios de junio,Verdadeiro
1137," #Verificamos: PM en video viral hacen el saludo militar a soldado, no a manifestantes en contra del aislamiento social",Verdadeiro
1138, #Verificamos: Es falso que San Pablo recibe R$ 16.000 por cada registro de muerte por Covid-19,Verdadeiro
1139, #Verificamos: La foto de Witzel almorzando en Angra dos Reis no fue tomada durante la pandemia,Verdadeiro
1140, #Verificamos: Itaperuna no tuvo el 99% de los pacientes con coronavirus recuperados,Verdadeiro
1141, #Verificamos: É falso que número de óbitos por Covid-19 caiu no Rio de Janeiro após operação da PF ,Verdadeiro
1142, #Verificamos: Imagem de pessoa carregando com uma mão saco ‘com corpo’ é de funeral simbólico nos EUA,Verdadeiro
1143, #Verificamos: Es falso que Itapemirim haya declarado la quiebra durante la pandemia de Covid-19,Verdadeiro
1144, #Verificamos: El número de muertes por Covid-19 en Ceará no disminuyó debido a una “operación de la PF”,Verdadeiro
1145, #Verificamos: Es falso que Policía Militar disparó a surfista en playa de Fortaleza,Verdadeiro
1146, #Verificamos: É falso que Belém não teve nenhuma morte por Covid-19 em 30 e 31 de maio,Verdadeiro
1147, #Verificamos: Presidente de Madagascar não disse que OMS ofereceu suborno para envenenar ‘cura da Covid-19’,Verdadeiro
1148, #Verificamos: É falso que primeira-dama do ES se recuperou da Covid-19 com protocolo da Unimed com hidroxicloroquina,Verdadeiro
1149, #Verificamos: É falso que Renata Vasconcellos não apresentou Jornal Nacional por ter contraído Covid-19,Verdadeiro
1150," #Verificamos: É falso que Hospital de Campanha do Anhembi, em SP, está vazio",Verdadeiro
1151," #Verificamos: É falso que Tasuku Honjo, vencedor do Nobel de Medicina, disse que coronavírus foi criado em laboratório",Verdadeiro
1152, #Verificamos: Es falso que Belén no tuvo ninguna muerte por Covid-19 el 30 y 31 de mayo,Verdadeiro
1153, #Verificamos: Es falso que Ceará no tuvo ninguna muerte por Covid-19 el viernes pasado,Verdadeiro
1154, #Verificamos: La imagen de una persona cargando con una mano una bolsa “con un cuerpo” es de un funeral simbólico en EE.UU.,Verdadeiro
1155, #Verificamos: Es falso que el número de muertes por Covid-19 fue menor en Río de Janeiro después de la operación de la PF,Verdadeiro
1156, #Verificamos: Presidente de Madagascar no dijo que la OMS ofreció sobornos para envenenar la “cura de la Covid-19”,Verdadeiro
1157, #Verificamos: É falso que Haddad comemorou aniversário com amigos durante a quarentena,Verdadeiro
1158, #Verificamos: É falso que ministro da Saúde proibiu incluir a expressão ‘suspeita de Covid-19’ em atestados de óbito,Verdadeiro
1159, #Verificamos: É falso tuíte de Trump criticando ‘Javier’ Bolsonaro pelo enfrentamento à pandemia de Covid-19,Verdadeiro
1160, #Verificamos: É falso que OMS concluiu que pacientes assintomáticos não transmitem Covid-19,Verdadeiro
1161, #Verificamos: É falso que OMS desaconselhou a aplicação de medidas de isolamento social,Verdadeiro
1162, #Verificamos: É falso que governo de Pernambuco enviou caixas de areia com duas garrafas de álcool gel para hospitais no interior,Verdadeiro
1163, #Verificamos: É antigo vídeo de baile funk que teria acontecido ‘após decisão do STF de suspender operações em comunidades’,Verdadeiro
1164, #Verificamos: É falso que Câmara aprovou lei que exige uso de máscara dentro de casa,Verdadeiro
1165, #Verificamos: Es viejo el video de baile funk que habría sucedido “después de decisión del STF de suspender operativos en comunidades”,Verdadeiro
1166, #Verificamos: Es falso que el gobierno de Pernambuco envió cajas de arena con dos botellas de alcohol en gel a hospitales del interior,Verdadeiro
1167, #Verificamos: Es falso que Haddad festejó su cumpleaños con amigos durante la cuarentena,Verdadeiro
1168, #Verificamos: Es falso que el Hospital de Campaña del Anhembi en SP está vacío,Verdadeiro
1169, #Verificamos: Es falso que el ministro de Salud haya prohibido incluir la expresión “sospecha de Covid-19” en certificados de defunción,Verdadeiro
1170, #Verificamos: Es falso que la OMS desaconsejó la aplicación de medidas de aislamiento social,Verdadeiro
1171, #Verificamos: Es falso que la OMS concluyó que pacientes asintomáticos no transmiten Covid-19,Verdadeiro
1172, #Verificamos: Es falso que la primera dama de ES se haya recuperado de la Covid-19 con un protocolo de la Unimed con hidroxicloroquina,Verdadeiro
1173, #Verificamos: Es falso que Renata Vasconcellos no presentó Jornal Nacional por haber contraído Covid-19,Verdadeiro
1174," #Verificamos: Es falso que Tasuku Honjo, ganador del Nobel de Medicina, haya dicho que el coronavirus fue creado en laboratorio",Verdadeiro
1175, #Verificamos: Es falso el tuit de Trump que critica a “Javier” Bolsonaro por el combate a la pandemia de Covid-19,Verdadeiro
1176, #Verificamos: É falso que a pandemia de H1N1 começou na China e matou mais que a Covid-19,Verdadeiro
1177, #Verificamos: Imagem de homem tentando reanimar a avó que faleceu por Covid-19 não foi registrada no Brasil,Verdadeiro
1178, #Verificamos: É falso que Doria assinou convênio para vacina contra a Covid-19 em agosto do ano passado,Verdadeiro
1179, #Verificamos: Es falso que la Cámara aprobó ley que exige el uso de barbijo dentro de casa,Verdadeiro
1180, #Verificamos: La imagen del hombre tratando de reanimar a su abuela que falleció por Covid-19 no fue tomada en Brasil,Verdadeiro
1181, #Verificamos: Es falso que la pandemia de H1N1 empezó en China y mató más personas que la Covid-19,Verdadeiro
1182, #Verificamos: Vídeo de apreensão de dinheiro não foi registrado na casa do secretário de Saúde do Pará,Verdadeiro
1183, #Verificamos: É falso que homens em foto são assaltantes disfarçados oferecendo testes para Covid-19,Verdadeiro
1184, #Verificamos: É falso que policial de São Paulo resgatou a mãe viva de um ‘saco para defuntos’,Verdadeiro
1185, #Verificamos: É montagem vídeo que mostra governador do Ceará dizendo palavras de baixo calão para explicar decreto,Verdadeiro
1186, #Verificamos: É falsa informação de que a China comprou multinacionais durante pandemia da Covid-19,Verdadeiro
1187, #Verificamos: Foto de amígdalas avermelhadas que circula nas redes não tem relação com Covid-19,Verdadeiro
1188, #Verificamos: É antiga foto de Joice Hasselmann sem máscara em hospital ,Verdadeiro
1189, #Verificamos: OMS não disse que CoronaVac ‘não foi testada em nenhum lugar do mundo’,Verdadeiro
1190, #Verificamos: É falso que vacina financiada pela Fundação Gates seja a mesma desenvolvida por empresa chinesa,Verdadeiro
1191, #Verificamos: É falso que vacina da Sinovac foi testada apenas em macacos,Verdadeiro
1192, #Verificamos: Doria não propôs que vacina contra Covid-19 seja testada em idosos,Verdadeiro
1193, #Verificamos: Texto sobre ‘pandemia do medo’ não foi escrito por C. S. Lewis,Verdadeiro
1194, #Verificamos: Trump não disse que o Brasil é o único país do mundo que o ‘Supremo Tribunal isolou o presidente do combate à pandemia’,Verdadeiro
1195, #Verificamos: Es falso que hombres en foto son asaltantes disfrazados ofreciendo testeos para Covid-19,Verdadeiro
1196, #Verificamos: Es falso que Doria firmó un convenio para la vacuna de la Covid-19 en agosto del año pasado,Verdadeiro
1197, #Verificamos: El video de la incautación de dinero no fue grabado en la casa del secretario de Salud de Pará,Verdadeiro
1198, #Verificamos: É falso que Doria tenha testado positivo para Covid-19,Verdadeiro
1199, #Verificamos: É falso que hospitais recebem verba de R$ 18 mil por cada morte com suspeita de Covid-19,Verdadeiro
1200," #Verificamos: É falso que Hospital de Messejana, em Fortaleza, fechou ala de Covid-19",Verdadeiro
1201, #Verificamos: Médicos dançando em vídeo não comemoram fim da Covid-19 em hospital de Israel,Verdadeiro
1202, #Verificamos: El video que muestra al gobernador de Ceará diciendo palabras groseras para explicar decreto es un montaje,Verdadeiro
1203, #Verificamos: Es falso que un policía de San Pablo rescató a la madre viva de una “bolsa para cadáveres”,Verdadeiro
1204, #Verificamos: Marinha não aplica protocolo que prescreve ‘uso domiciliar da ivermectina’,Verdadeiro
1205, #Verificamos: Foto de amígdalas enrojecidas que circula por las redes no tiene relación con la Covid-19,Verdadeiro
1206, #Verificamos: Es falsa la información de que China compró multinacionales durante la pandemia de Covid-19,Verdadeiro
1207, #Verificamos: Doria no propuso que una vacuna contra Covid-19 fuera testeada en personas mayores,Verdadeiro
1208, #Verificamos: Es vieja la foto de Joice Hasselmann sin barbijo en un hospital,Verdadeiro
1209, #Verificamos: La OMS no dijo que la CoronaVac ‘no fue testeada en ningún lugar del mundo,Verdadeiro
1210, #Verificamos: Texto sobre “pandemia del miedo” no fue escrito por C.S. Lewis,Verdadeiro
1211, #Verificamos: Es falso que vacuna financiada por la Fundación Gates sea la misma que desarrolló una empresa china,Verdadeiro
1212, #Verificamos: Es falso que vacuna de Sinovac fue probada solo en monos,Verdadeiro
1213, #Verificamos: Es falso que Doria haya dado positivo por Covid-19,Verdadeiro
1214," #Verificamos: Es falso que el Hospital de Messejana, en Fortaleza, cerró el ala de Covid-19",Verdadeiro
1215, #Verificamos: Es falso que los hospitales reciben fondos de R$ 18 mil por cada muerte con sospecha de Covid-19,Verdadeiro
1216, #Verificamos: La Marina no aplica el protocolo que fija un “uso domiciliario de la ivermectina”,Verdadeiro
1217, #Verificamos: Los médicos bailando en un video no festejan el fin de la Covid-19 en un hospital de Israel,Verdadeiro
1218, #Verificamos: É falso que prefeito de São Paulo usou cloroquina em seu tratamento para Covid-19,Verdadeiro
1219, #Verificamos: É falso que Nobel da Paz deixou equipe de combate à Covid-19 após receber orientações para manipular dados,Verdadeiro
1220, #Verificamos: É falso que STF afastou Bolsonaro do controle de ações estratégicas contra pandemia de Covid-19,Verdadeiro
1221, #Verificamos: É falso que Xiaomi e Samsung estejam doando celulares a estudantes em isolamento por causa da Covid-19,Verdadeiro
1222,Ação da PF não reduziu número de mortes no Ceará,Verdadeiro
1223,Acusação de que China contaminou máscaras com coronavírus foi inventada por autor de áudio,Verdadeiro
1224,Administradora de 125 condomínios divulga informação errada de proteção contra coronavírus,Verdadeiro
1225,‘Águas cristalinas’ na praia de Botafogo não têm relação com isolamento social,Verdadeiro
1226,Ainda não existe cura para coronavírus; auto-hemoterapia não tem comprovação e pode ser perigosa,Verdadeiro
1227,Ainda não existe vacina contra coronavírus; é falso que alho e açafrão-da-terra previnam infecção,Verdadeiro
1228,Ainda não há cura oficial para a covid-19; tratamento com corticoides não tem estudo publicado,Verdadeiro
1229,Álcool em gel não pega fogo sozinho se deixado dentro de um carro ao sol,Verdadeiro
1230,Álcool em gel não pega fogo sozinho se deixado dentro de um carro ao sol,Verdadeiro
1231,Alteração de atestado de óbito em Guarulhos é usada por negacionistas do coronavírus para expor ‘fraude’ inexistente,Verdadeiro
1232,Alteração de atestado de óbito em Guarulhos é usada por negacionistas do coronavírus para expor ‘fraude’ inexistente,Verdadeiro
1233,"Áudio de médico é verdadeiro, mas opinião sobre origem do coronavírus não tem respaldo científico",Verdadeiro
1234,Áudio no qual um suposto médico de hospital do Rio de Janeiro defende o fim da quarentena tem informações falsas,Verdadeiro
1235,Áudio vazado de suposto assessor do governador do Ceará é falso,Verdadeiro
1236,Áudio vazado de suposto assessor do governador do Ceará é falso,Verdadeiro
1237,Automedicação em casos de covid-19 é perigosa; não siga receitas de redes sociais,Verdadeiro
1238,Boato adultera notícia de doação de álcool em gel pela Ambev,Verdadeiro
1239,Boato distorce tempo de espera para diagnóstico da covid-19,Verdadeiro
1240,Boato triplica número de cadastrados para receber auxílio emergencial,Verdadeiro
1241,Boato falso associa quarentena com vídeo antigo de descarte de alimentos,Verdadeiro
1242,Boato falso diz que teste para coronavírus nos EUA custa mais de US$ 3 mil,Verdadeiro
1243,Boato no Facebook inventa que novo coronavírus foi ‘planejado’ pela China,Verdadeiro
1244,Boato no Facebook inventa que novo coronavírus foi ‘planejado’ pela China,Verdadeiro
1245,Boato resgata fotos antigas da Cracolândia para atacar combate ao coronavírus,Verdadeiro
1246,Boato usa frase de Doria para levantar dúvidas sobre a extensão da pandemia,Verdadeiro
1247,Boato usa lista desatualizada de projetos da lei Rouanet para inventar ‘desvio’ de dinheiro da saúde,Verdadeiro
1248,Bolsonaristas distorcem teor de decreto de Doria para espalhar desinformação sobre contagem de casos de covid-19,Verdadeiro
1249,Defensor da cloroquina faz vídeo enganoso sobre ‘conspiração’ que favoreceria remdesivir,Verdadeiro
1250,Comboio do Exército que aparece em vídeo não levava ajuda do governo federal para combate da covid-19,Verdadeiro
1251,Coronavírus: Ambev desmente suspensão de produção de cerveja por pandemia,Verdadeiro
1252,Coronavírus: Ambev desmente suspensão de produção de cerveja por pandemia,Verdadeiro
1253,Coronavírus: áudio no WhatsApp exagera número de casos na Prevent Sênior,Verdadeiro
1254,Coronavírus: áudio no WhatsApp exagera número de casos na Prevent Sênior,Verdadeiro
1255,Coronavírus: corrente de WhatsApp dissemina informações falsas sobre prevenção,Verdadeiro
1256,Coronavírus: corrente de WhatsApp dissemina informações falsas sobre prevenção,Verdadeiro
1257,Coronavírus: decreto de ‘feriado nacional’ de sete dias é pegadinha,Verdadeiro
1258,Coronavírus: decreto de ‘feriado nacional’ de sete dias é pegadinha,Verdadeiro
1259,Coronavírus: é falso alerta sobre corte de aposentadoria para idosos que saírem às ruas durante quarentena,Verdadeiro
1260,Coronavírus: estudo desmente teoria conspiratória sobre criação em laboratório da China,Verdadeiro
1261,Coronavírus: estudo desmente teoria conspiratória sobre criação em laboratório da China,Verdadeiro
1262,Coronavírus: Fiocruz alerta para mensagem falsa que circula no WhatsApp,Verdadeiro
1263,Coronavírus: Fiocruz alerta para mensagem falsa que circula no WhatsApp,Verdadeiro
1264,"Coronavírus: imagens de mercado de animais são da Indonésia, e não da China",Verdadeiro
1265,"Coronavírus já está até no Vaticano, mas papa Francisco não foi infectado",Verdadeiro
1266,Coronavírus: mensagem sobre saque de R$ 470 do Bolsa Família é falsa,Verdadeiro
1267,Coronavírus: mensagem sobre saque de R$ 470 do Bolsa Família é falsa,Verdadeiro
1268,Coronavírus: postagens inventam profecia de Nostradamus sobre pandemia,Verdadeiro
1269,Coronavírus: postagens inventam profecia de Nostradamus sobre pandemia,Verdadeiro
1270,Coronavírus: site distorce entrevista para sugerir possibilidade de criação de arma biológica,Verdadeiro
1271,Coronavírus: veja correntes com informações falsas que circulam no WhatsApp,Verdadeiro
1272,Coronavírus: veja correntes com informações falsas que circulam no WhatsApp,Verdadeiro
1273,Desembargador e advogados não acionaram Forças Armadas contra STF e governadores,Verdadeiro
1274,Desinformação sobre coronavírus pode vir até de médicos; veja o que dizem os órgãos oficiais,Verdadeiro
1275,Dias Toffoli não impediu Estados e municípios de imporem restrições à circulação de pessoas,Verdadeiro
1276,Dirigir sem usar máscara não configura infração de trânsito,Verdadeiro
1277,É falsa a corrente que diz que Xangai e Pequim não tiveram casos de coronavírus,Verdadeiro
1278,É falsa a corrente que fala em ‘etapa máxima de infecção’ pelo novo coronavírus até 3 de abril,Verdadeiro
1279,É falsa postagem sobre votação de deputados para ‘não abrir mão dos salários’,Verdadeiro
1280,É falsa postagem sobre votação de deputados para ‘não abrir mão dos salários’,Verdadeiro
1281,É falso que chá de boldo cure sintomas causados pelo novo coronavírus,Verdadeiro
1282,É falso que covid-19 mate apenas pessoas com doenças prévias e possa ser tratada em casa com antibióticos,Verdadeiro
1283,É falso que Doria tenha mandado recolher cloroquina das farmácias de SP,Verdadeiro
1284,É falso que hidroxicloroquina no início da covid-19 descarte necessidade de UTI,Verdadeiro
1285,É falso que hospitais recebam R$ 18 mil por cada óbito registrado como covid-19,Verdadeiro
1286,É falso que Hospital das Clínicas não tenha pacientes com covid-19,Verdadeiro
1287,É falso que Israel controle o coronavírus sem distanciamento social,Verdadeiro
1288,É falso que Itália tenha registrado 232 mortes de crianças pela covid-19,Verdadeiro
